          Time          EPPLX           EPPLY           EPPLZ          EPPLXY          EPPLYZ          EPPLXZ           EPPL1          EPPL2          EPPL3         EPPLINT         EPPLEQV           EPEQ            PLWK
   4.20980E-02    1.77296E-02   -3.54592E-02    1.77296E-02   -2.56399E-17     0.0000         0.0000        1.77296E-02    1.77296E-02   -3.54592E-02    5.31887E-02    3.54592E-02    3.54592E-02    1.49997E-02
   4.30980E-02    1.82301E-02   -3.64602E-02    1.82301E-02   -2.00679E-17     0.0000         0.0000        1.82301E-02    1.82301E-02   -3.64602E-02    5.46902E-02    3.64602E-02    3.64602E-02    1.49997E-02
   4.40980E-02    1.87306E-02   -3.74612E-02    1.87306E-02   -9.41126E-18     0.0000         0.0000        1.87306E-02    1.87306E-02   -3.74612E-02    5.61917E-02    3.74612E-02    3.74612E-02    1.49997E-02
   4.50980E-02    1.92311E-02   -3.84622E-02    1.92311E-02   -1.00410E-17     0.0000         0.0000        1.92311E-02    1.92311E-02   -3.84622E-02    5.76932E-02    3.84622E-02    3.84622E-02    1.64011E-02
   4.60980E-02    1.97316E-02   -3.94632E-02    1.97316E-02    3.11537E-18     0.0000         0.0000        1.97316E-02    1.97316E-02   -3.94632E-02    5.91947E-02    3.94632E-02    3.94632E-02    1.78025E-02
   4.70980E-02    2.02321E-02   -4.04642E-02    2.02321E-02   -5.15098E-18     0.0000         0.0000        2.02321E-02    2.02321E-02   -4.04642E-02    6.06962E-02    4.04642E-02    4.04642E-02    1.78025E-02
   4.80980E-02    2.07326E-02   -4.14652E-02    2.07326E-02    5.35917E-18     0.0000         0.0000        2.07326E-02    2.07326E-02   -4.14652E-02    6.21977E-02    4.14652E-02    4.14652E-02    1.78025E-02
   4.90980E-02    2.12331E-02   -4.24662E-02    2.12331E-02    1.43874E-17     0.0000         0.0000        2.12331E-02    2.12331E-02   -4.24662E-02    6.36992E-02    4.24662E-02    4.24662E-02    1.78025E-02
   5.00980E-02    2.17336E-02   -4.34672E-02    2.17336E-02    1.04020E-17     0.0000         0.0000        2.17336E-02    2.17336E-02   -4.34672E-02    6.52007E-02    4.34672E-02    4.34672E-02    1.78025E-02
   5.10980E-02    2.22341E-02   -4.44682E-02    2.22341E-02   -8.48555E-19     0.0000         0.0000        2.22341E-02    2.22341E-02   -4.44682E-02    6.67022E-02    4.44682E-02    4.44682E-02    1.78025E-02
   5.20980E-02    2.27346E-02   -4.54692E-02    2.27346E-02   -6.59922E-18     0.0000         0.0000        2.27346E-02    2.27346E-02   -4.54692E-02    6.82038E-02    4.54692E-02    4.54692E-02    1.78025E-02
   5.30980E-02    2.32351E-02   -4.64702E-02    2.32351E-02   -5.66873E-18     0.0000         0.0000        2.32351E-02    2.32351E-02   -4.64702E-02    6.97053E-02    4.64702E-02    4.64702E-02    1.78025E-02
   5.40980E-02    2.37356E-02   -4.74712E-02    2.37356E-02   -6.82621E-18     0.0000         0.0000        2.37356E-02    2.37356E-02   -4.74712E-02    7.12068E-02    4.74712E-02    4.74712E-02    1.78025E-02
   5.50980E-02    2.42361E-02   -4.84722E-02    2.42361E-02   -9.77725E-18     0.0000         0.0000        2.42361E-02    2.42361E-02   -4.84722E-02    7.27083E-02    4.84722E-02    4.84722E-02    1.78025E-02
   5.60980E-02    2.47366E-02   -4.94732E-02    2.47366E-02   -2.20961E-17     0.0000         0.0000        2.47366E-02    2.47366E-02   -4.94732E-02    7.42098E-02    4.94732E-02    4.94732E-02    1.78025E-02
